ensembl_gene_id,ensembl_transcript_id,Name
ENSDARG00000022456,ENSDART00000192248,eno1a
ENSDARG00000022466,ENSDART00000148502,clcn5b
ENSDARG00000022493,ENSDART00000079631,rad21l1
ENSDARG00000022493,ENSDART00000141137,rad21l1
ENSDARG00000022503,ENSDART00000145948,PKD2L1
ENSDARG00000022509,ENSDART00000104487,cox4i2
ENSDARG00000022512,ENSDART00000029871,zgc:109913
ENSDARG00000022512,ENSDART00000180183,zgc:109913
ENSDARG00000022518,ENSDART00000143504,PEX5L
ENSDARG00000022518,ENSDART00000104293,PEX5L
ENSDARG00000022518,ENSDART00000180262,PEX5L
ENSDARG00000022518,ENSDART00000180205,PEX5L
ENSDARG00000022518,ENSDART00000164296,PEX5L
ENSDARG00000022518,ENSDART00000180066,PEX5L
ENSDARG00000022525,ENSDART00000039448,MCHR1
ENSDARG00000022525,ENSDART00000190117,MCHR1
ENSDARG00000022531,ENSDART00000169706,ntn1b
ENSDARG00000022531,ENSDART00000039482,ntn1b
ENSDARG00000022532,ENSDART00000035325,chrnb1l
ENSDARG00000022532,ENSDART00000149144,chrnb1l
ENSDARG00000022550,ENSDART00000032805,gxylt1b
ENSDARG00000022560,ENSDART00000029974,clcnk
ENSDARG00000022564,ENSDART00000028294,zgc:56106
ENSDARG00000022569,ENSDART00000029874,nkx6.1
ENSDARG00000022570,ENSDART00000028641,nmur3
ENSDARG00000022570,ENSDART00000177721,nmur3
ENSDARG00000022599,ENSDART00000135974,dnpep
ENSDARG00000022599,ENSDART00000009382,dnpep
ENSDARG00000022599,ENSDART00000136006,dnpep
ENSDARG00000022599,ENSDART00000122487,dnpep
ENSDARG00000022614,ENSDART00000044652,ddx43
ENSDARG00000022614,ENSDART00000101479,ddx43
ENSDARG00000022615,ENSDART00000142190,
ENSDARG00000022615,ENSDART00000140540,
ENSDARG00000022623,ENSDART00000137737,fbxo44.1
ENSDARG00000022623,ENSDART00000142556,fbxo44.1
ENSDARG00000022631,ENSDART00000030229,cyp2p9
ENSDARG00000022648,ENSDART00000034690,otud3
ENSDARG00000022650,ENSDART00000153282,cyp2ad3
ENSDARG00000022650,ENSDART00000063081,cyp2ad3
ENSDARG00000022650,ENSDART00000153444,cyp2ad3
ENSDARG00000022652,ENSDART00000161048,psmf1
ENSDARG00000022659,ENSDART00000031127,snx4
ENSDARG00000022659,ENSDART00000132729,snx4
ENSDARG00000022659,ENSDART00000131784,snx4
ENSDARG00000022660,ENSDART00000153140,armc2
ENSDARG00000022668,ENSDART00000136654,grapb
ENSDARG00000022670,ENSDART00000146397,he1.3
ENSDARG00000022670,ENSDART00000137530,he1.3
ENSDARG00000022684,ENSDART00000036157,fkbp1aa
ENSDARG00000022684,ENSDART00000134269,fkbp1aa
ENSDARG00000022684,ENSDART00000142437,fkbp1aa
ENSDARG00000022689,ENSDART00000037808,itgb1b.2
ENSDARG00000022689,ENSDART00000148454,itgb1b.2
ENSDARG00000022690,ENSDART00000030083,chic2
ENSDARG00000022698,ENSDART00000033093,lad1
ENSDARG00000022712,ENSDART00000104519,stat3
ENSDARG00000022712,ENSDART00000080854,stat3
ENSDARG00000022712,ENSDART00000159849,stat3
ENSDARG00000022712,ENSDART00000174491,stat3
ENSDARG00000022718,ENSDART00000144195,casp8ap2
ENSDARG00000022727,ENSDART00000044918,epha2b
ENSDARG00000022730,ENSDART00000036350,aasdh
ENSDARG00000022730,ENSDART00000141991,aasdh
ENSDARG00000022730,ENSDART00000143555,aasdh
ENSDARG00000022763,ENSDART00000137236,hpcal1
ENSDARG00000022763,ENSDART00000147045,hpcal1
ENSDARG00000022763,ENSDART00000028471,hpcal1
ENSDARG00000022767,ENSDART00000133353,apobb.1
ENSDARG00000022767,ENSDART00000176187,apobb.1
ENSDARG00000022768,ENSDART00000141175,gid8a
ENSDARG00000022768,ENSDART00000146264,gid8a
ENSDARG00000022768,ENSDART00000030920,gid8a
ENSDARG00000022768,ENSDART00000131617,gid8a
ENSDARG00000022768,ENSDART00000180284,gid8a
ENSDARG00000022772,ENSDART00000033630,osbp2b
ENSDARG00000022772,ENSDART00000139149,osbp2b
ENSDARG00000022772,ENSDART00000139522,osbp2b
ENSDARG00000022772,ENSDART00000133745,osbp2b
ENSDARG00000022788,ENSDART00000039381,cops7a
ENSDARG00000022795,ENSDART00000143006,golt1ba
ENSDARG00000022795,ENSDART00000039027,golt1ba
ENSDARG00000022807,ENSDART00000038196,pitpnc1b
ENSDARG00000022807,ENSDART00000146010,pitpnc1b
ENSDARG00000022807,ENSDART00000141308,pitpnc1b
ENSDARG00000022807,ENSDART00000114944,pitpnc1b
ENSDARG00000022810,ENSDART00000184007,fzr1b
ENSDARG00000022810,ENSDART00000153916,fzr1b
ENSDARG00000022810,ENSDART00000179962,fzr1b
ENSDARG00000022813,ENSDART00000036463,dnd1
ENSDARG00000022817,ENSDART00000034914,pvalb3
ENSDARG00000022817,ENSDART00000142427,pvalb3
ENSDARG00000022832,ENSDART00000136490,bnip4
ENSDARG00000022832,ENSDART00000132990,bnip4
ENSDARG00000022832,ENSDART00000029380,bnip4
ENSDARG00000022841,ENSDART00000028407,ptk2ba
ENSDARG00000022841,ENSDART00000193636,ptk2ba
ENSDARG00000022841,ENSDART00000151908,ptk2ba
ENSDARG00000022845,ENSDART00000144792,lias
ENSDARG00000022845,ENSDART00000036448,lias
ENSDARG00000022853,ENSDART00000154627,eogt
ENSDARG00000022858,ENSDART00000142343,wnt7ba
ENSDARG00000022858,ENSDART00000003156,wnt7ba
ENSDARG00000022891,ENSDART00000137357,zgc:175214
ENSDARG00000022891,ENSDART00000150496,zgc:175214
ENSDARG00000022895,ENSDART00000034883,mcf2a
ENSDARG00000022895,ENSDART00000148830,mcf2a
ENSDARG00000022895,ENSDART00000180391,mcf2a
ENSDARG00000022895,ENSDART00000186724,mcf2a
ENSDARG00000022904,ENSDART00000125344,skilb
ENSDARG00000022904,ENSDART00000031426,skilb
ENSDARG00000022905,ENSDART00000042770,
ENSDARG00000022918,ENSDART00000015643,tbcc
ENSDARG00000022938,ENSDART00000007567,taar11
ENSDARG00000022939,ENSDART00000032877,ino80e
ENSDARG00000022939,ENSDART00000172827,ino80e
ENSDARG00000022944,ENSDART00000133650,ecd
ENSDARG00000022951,ENSDART00000033691,pth2
ENSDARG00000022951,ENSDART00000184724,pth2
ENSDARG00000022952,ENSDART00000033211,zgc:66448
ENSDARG00000022968,ENSDART00000148474,fxr1
ENSDARG00000022968,ENSDART00000104478,fxr1
ENSDARG00000022968,ENSDART00000149482,fxr1
ENSDARG00000022970,ENSDART00000033621,tm9sf1
ENSDARG00000022970,ENSDART00000184329,tm9sf1
ENSDARG00000022971,ENSDART00000146530,epha6
ENSDARG00000022971,ENSDART00000146042,epha6
ENSDARG00000022971,ENSDART00000042984,epha6
ENSDARG00000022974,ENSDART00000135917,wdr13
ENSDARG00000022974,ENSDART00000033294,wdr13
ENSDARG00000022974,ENSDART00000139545,wdr13
ENSDARG00000022978,ENSDART00000030683,tmpob
ENSDARG00000022983,ENSDART00000034638,ccdc28a
ENSDARG00000022983,ENSDART00000135218,ccdc28a
ENSDARG00000022983,ENSDART00000131807,ccdc28a
ENSDARG00000022983,ENSDART00000142203,ccdc28a
ENSDARG00000022983,ENSDART00000140149,ccdc28a
ENSDARG00000022995,ENSDART00000030691,clic4
ENSDARG00000022995,ENSDART00000149804,clic4
ENSDARG00000022995,ENSDART00000148592,clic4
ENSDARG00000022996,ENSDART00000149777,setx
ENSDARG00000022996,ENSDART00000149788,setx
ENSDARG00000022996,ENSDART00000181345,setx
ENSDARG00000023002,ENSDART00000034098,dtl
ENSDARG00000023003,ENSDART00000029579,ccdc12
ENSDARG00000023026,ENSDART00000143849,pkp2
ENSDARG00000023026,ENSDART00000035899,pkp2
ENSDARG00000023028,ENSDART00000036204,cdv3
ENSDARG00000023031,ENSDART00000009827,hoxa2b
ENSDARG00000023036,ENSDART00000142951,si:dkey-23a23.2
ENSDARG00000023036,ENSDART00000102846,si:dkey-23a23.2
ENSDARG00000023036,ENSDART00000181488,si:dkey-23a23.2
ENSDARG00000023036,ENSDART00000181276,si:dkey-23a23.2
ENSDARG00000023040,ENSDART00000132222,zbtb1
ENSDARG00000023040,ENSDART00000008306,zbtb1
ENSDARG00000023053,ENSDART00000099690,niban1b
ENSDARG00000023058,ENSDART00000030773,foxo3a
ENSDARG00000023062,ENSDART00000036631,ccn1
ENSDARG00000023082,ENSDART00000010373,krt1-19d
ENSDARG00000023104,ENSDART00000156145,scaper
ENSDARG00000023104,ENSDART00000156190,scaper
ENSDARG00000023104,ENSDART00000153530,scaper
ENSDARG00000023104,ENSDART00000103324,scaper
ENSDARG00000023110,ENSDART00000133675,mapk7
ENSDARG00000023110,ENSDART00000144881,mapk7
ENSDARG00000023110,ENSDART00000042277,mapk7
ENSDARG00000023111,ENSDART00000134689,plg
ENSDARG00000023111,ENSDART00000045816,plg
ENSDARG00000023117,ENSDART00000037080,gopc
ENSDARG00000023117,ENSDART00000061135,gopc
ENSDARG00000023151,ENSDART00000038807,ucp1
ENSDARG00000023151,ENSDART00000133737,ucp1
ENSDARG00000023151,ENSDART00000146235,ucp1
ENSDARG00000023151,ENSDART00000143299,ucp1
ENSDARG00000023151,ENSDART00000177581,ucp1
ENSDARG00000023152,ENSDART00000030984,wdr73
ENSDARG00000023157,ENSDART00000034595,cbln10
ENSDARG00000023160,ENSDART00000038230,snrnp40
ENSDARG00000023168,ENSDART00000137990,
ENSDARG00000023174,ENSDART00000128839,fez1
ENSDARG00000023176,ENSDART00000138579,tdo2b
ENSDARG00000023176,ENSDART00000028301,tdo2b
ENSDARG00000023181,ENSDART00000034790,pcp4l1
ENSDARG00000023185,ENSDART00000034802,apold1a
ENSDARG00000023188,ENSDART00000039235,lcp1
ENSDARG00000023190,ENSDART00000149008,kpna4
ENSDARG00000023190,ENSDART00000149633,kpna4
ENSDARG00000023190,ENSDART00000034456,kpna4
ENSDARG00000023203,ENSDART00000154050,mhc1lda
ENSDARG00000023203,ENSDART00000073382,mhc1lda
ENSDARG00000023214,ENSDART00000128250,mob2a
ENSDARG00000023217,ENSDART00000141087,crema
ENSDARG00000023217,ENSDART00000132588,crema
ENSDARG00000023217,ENSDART00000025254,crema
ENSDARG00000023220,ENSDART00000065002,selenot2
ENSDARG00000023220,ENSDART00000132394,selenot2
ENSDARG00000023220,ENSDART00000143486,selenot2
ENSDARG00000023228,ENSDART00000135284,vsnl1a
ENSDARG00000023236,ENSDART00000169327,kcnh1b
ENSDARG00000023237,ENSDART00000154181,syne3
ENSDARG00000023267,ENSDART00000192744,atad1a
ENSDARG00000023267,ENSDART00000190457,atad1a
ENSDARG00000023267,ENSDART00000179244,atad1a
ENSDARG00000023267,ENSDART00000035859,atad1a
ENSDARG00000023267,ENSDART00000141965,atad1a
ENSDARG00000023272,ENSDART00000031167,tfap2d
ENSDARG00000023272,ENSDART00000193975,tfap2d
ENSDARG00000023279,ENSDART00000020654,psmd4b
ENSDARG00000023287,ENSDART00000149610,hsd17b3
ENSDARG00000023287,ENSDART00000149157,hsd17b3
ENSDARG00000023287,ENSDART00000061981,hsd17b3
ENSDARG00000023290,ENSDART00000141225,fabp3
ENSDARG00000023290,ENSDART00000033724,fabp3
ENSDARG00000023298,ENSDART00000031173,rps27.1
ENSDARG00000023299,ENSDART00000029133,snu13b
ENSDARG00000023302,ENSDART00000168395,gpbar1
ENSDARG00000023302,ENSDART00000060590,gpbar1
ENSDARG00000023302,ENSDART00000183345,gpbar1
ENSDARG00000023303,ENSDART00000039386,zgc:66427
ENSDARG00000023309,ENSDART00000033491,spryd4
ENSDARG00000023316,ENSDART00000036348,sim1a
ENSDARG00000023316,ENSDART00000187189,sim1a
ENSDARG00000023318,ENSDART00000190209,fmn2a
ENSDARG00000023318,ENSDART00000154745,fmn2a
ENSDARG00000023323,ENSDART00000018423,ywhaqb
ENSDARG00000023323,ENSDART00000183851,ywhaqb
ENSDARG00000023330,ENSDART00000102500,anp32b
ENSDARG00000023330,ENSDART00000152401,anp32b
ENSDARG00000023330,ENSDART00000152141,anp32b
ENSDARG00000023362,ENSDART00000028265,nr5a1b
ENSDARG00000023369,ENSDART00000181804,mxd
ENSDARG00000023369,ENSDART00000036702,mxd
ENSDARG00000023394,ENSDART00000038602,slc37a2
ENSDARG00000023394,ENSDART00000127958,slc37a2
ENSDARG00000023396,ENSDART00000029727,atg5
ENSDARG00000023396,ENSDART00000149086,atg5
ENSDARG00000023443,ENSDART00000092355,tjp2b
ENSDARG00000023443,ENSDART00000018739,tjp2b
ENSDARG00000023443,ENSDART00000136184,tjp2b
ENSDARG00000023443,ENSDART00000137559,tjp2b
ENSDARG00000023445,ENSDART00000153828,atp2b3b
ENSDARG00000023445,ENSDART00000132424,atp2b3b
ENSDARG00000023445,ENSDART00000092725,atp2b3b
ENSDARG00000023448,ENSDART00000153208,galnt14
ENSDARG00000023448,ENSDART00000032161,galnt14
ENSDARG00000023448,ENSDART00000152854,galnt14
ENSDARG00000023472,ENSDART00000081675,ctnnb2
ENSDARG00000023479,ENSDART00000134896,
ENSDARG00000023479,ENSDART00000147000,
ENSDARG00000023479,ENSDART00000147325,
ENSDARG00000023479,ENSDART00000132159,
ENSDARG00000023484,ENSDART00000038566,rflna
ENSDARG00000023495,ENSDART00000025183,ift74
ENSDARG00000023498,ENSDART00000032331,gmppab
ENSDARG00000023508,ENSDART00000033263,ankrd49
ENSDARG00000023508,ENSDART00000168300,ankrd49
ENSDARG00000023519,ENSDART00000151561,
ENSDARG00000023526,ENSDART00000141455,ggt1a
ENSDARG00000023526,ENSDART00000036280,ggt1a
ENSDARG00000023532,ENSDART00000128435,pinx1
ENSDARG00000023536,ENSDART00000037664,nnt
ENSDARG00000023537,ENSDART00000028787,ahr1b
ENSDARG00000023542,ENSDART00000030547,cdh7a
ENSDARG00000023542,ENSDART00000099165,cdh7a
ENSDARG00000023546,ENSDART00000142596,kcnn1b
ENSDARG00000023546,ENSDART00000132685,kcnn1b
ENSDARG00000023546,ENSDART00000014528,kcnn1b
ENSDARG00000023546,ENSDART00000168635,kcnn1b
ENSDARG00000023578,ENSDART00000136898,lpp
ENSDARG00000023578,ENSDART00000188056,lpp
ENSDARG00000023583,ENSDART00000046934,coq9
ENSDARG00000023584,ENSDART00000100607,cdc7
ENSDARG00000023584,ENSDART00000138718,cdc7
ENSDARG00000023584,ENSDART00000034246,cdc7
ENSDARG00000023587,ENSDART00000030934,kcnk5a
ENSDARG00000023591,ENSDART00000141883,nrbf2b
ENSDARG00000023591,ENSDART00000031676,nrbf2b
ENSDARG00000023600,ENSDART00000090611,sh3gl2a
ENSDARG00000023600,ENSDART00000152406,sh3gl2a
ENSDARG00000023609,ENSDART00000156378,
ENSDARG00000023609,ENSDART00000041800,
ENSDARG00000023627,ENSDART00000168799,ggps1
ENSDARG00000023627,ENSDART00000037559,ggps1
ENSDARG00000023645,ENSDART00000188584,surf6
ENSDARG00000023645,ENSDART00000143435,surf6
ENSDARG00000023645,ENSDART00000183838,surf6
ENSDARG00000023645,ENSDART00000004797,surf6
ENSDARG00000023645,ENSDART00000142636,surf6
ENSDARG00000023645,ENSDART00000145222,surf6
ENSDARG00000023648,ENSDART00000103989,idh3g
ENSDARG00000023648,ENSDART00000034953,idh3g
ENSDARG00000023648,ENSDART00000184844,idh3g
ENSDARG00000023648,ENSDART00000160278,idh3g
ENSDARG00000023656,ENSDART00000115383,he1.1
ENSDARG00000023656,ENSDART00000080329,he1.1
ENSDARG00000023659,ENSDART00000157709,gabpb1
ENSDARG00000023659,ENSDART00000044387,gabpb1
ENSDARG00000023672,ENSDART00000043317,timm8a
ENSDARG00000023678,ENSDART00000031635,ercc5
ENSDARG00000023678,ENSDART00000136878,ercc5
ENSDARG00000023678,ENSDART00000144406,ercc5
ENSDARG00000023678,ENSDART00000192494,ercc5
ENSDARG00000023683,ENSDART00000136403,cacna1fb
ENSDARG00000023683,ENSDART00000134151,cacna1fb
ENSDARG00000023683,ENSDART00000041564,cacna1fb
ENSDARG00000023694,ENSDART00000137375,spon1b
ENSDARG00000023694,ENSDART00000031828,spon1b
ENSDARG00000023694,ENSDART00000186578,spon1b
ENSDARG00000023703,ENSDART00000031872,kctd6b
ENSDARG00000023712,ENSDART00000028225,mao
ENSDARG00000023713,ENSDART00000032459,aqp1a.1
ENSDARG00000023722,ENSDART00000038434,hcrtr2
ENSDARG00000023724,ENSDART00000031895,cdc42se1
ENSDARG00000023759,ENSDART00000031775,zgc:73226
ENSDARG00000023766,ENSDART00000028694,gnsa
ENSDARG00000023768,ENSDART00000029157,mfsd4aa
ENSDARG00000023771,ENSDART00000148678,gabrb3
ENSDARG00000023771,ENSDART00000087300,gabrb3
ENSDARG00000023771,ENSDART00000170612,gabrb3
ENSDARG00000023797,ENSDART00000036015,ryr1b
ENSDARG00000023814,ENSDART00000054416,dyrk1ab
ENSDARG00000023814,ENSDART00000152123,dyrk1ab
ENSDARG00000023814,ENSDART00000154437,dyrk1ab
ENSDARG00000023815,ENSDART00000028161,uvrag
ENSDARG00000023815,ENSDART00000134056,uvrag
ENSDARG00000023815,ENSDART00000129395,uvrag
ENSDARG00000023820,ENSDART00000189305,faxdc2
ENSDARG00000023820,ENSDART00000038657,faxdc2
ENSDARG00000023840,ENSDART00000102328,pfkfb2a
ENSDARG00000023852,ENSDART00000168372,lsm4
ENSDARG00000023852,ENSDART00000037824,lsm4
ENSDARG00000023858,ENSDART00000031153,ccdc174
ENSDARG00000023858,ENSDART00000132144,ccdc174
ENSDARG00000023858,ENSDART00000144607,ccdc174
ENSDARG00000023861,ENSDART00000034092,dnase1l1l
ENSDARG00000023861,ENSDART00000187829,dnase1l1l
ENSDARG00000023868,ENSDART00000125258,si:dkey-172h23.2
ENSDARG00000023868,ENSDART00000030009,si:dkey-172h23.2
ENSDARG00000023868,ENSDART00000173048,si:dkey-172h23.2
ENSDARG00000023868,ENSDART00000031049,si:dkey-172h23.2
ENSDARG00000023868,ENSDART00000173072,si:dkey-172h23.2
ENSDARG00000023868,ENSDART00000190735,si:dkey-172h23.2
ENSDARG00000023868,ENSDART00000179985,si:dkey-172h23.2
ENSDARG00000023878,ENSDART00000149328,stk24b
ENSDARG00000023878,ENSDART00000171460,stk24b
ENSDARG00000023878,ENSDART00000149529,stk24b
ENSDARG00000023878,ENSDART00000090316,stk24b
ENSDARG00000023886,ENSDART00000027465,
ENSDARG00000023886,ENSDART00000184780,
ENSDARG00000023886,ENSDART00000191707,
ENSDARG00000023886,ENSDART00000177670,
ENSDARG00000023900,ENSDART00000138555,casd1
ENSDARG00000023900,ENSDART00000049842,casd1
ENSDARG00000023903,ENSDART00000062292,atf2
ENSDARG00000023903,ENSDART00000135180,atf2
ENSDARG00000023903,ENSDART00000191722,atf2
ENSDARG00000023914,ENSDART00000146854,
ENSDARG00000023914,ENSDART00000087191,
ENSDARG00000023916,ENSDART00000014606,phactr1
ENSDARG00000023920,ENSDART00000138776,llgl2
ENSDARG00000023920,ENSDART00000132047,llgl2
ENSDARG00000023920,ENSDART00000127203,llgl2
ENSDARG00000023920,ENSDART00000034550,llgl2
ENSDARG00000023920,ENSDART00000189849,llgl2
ENSDARG00000023920,ENSDART00000193258,llgl2
ENSDARG00000023927,ENSDART00000035714,dnajc24
ENSDARG00000023927,ENSDART00000171835,dnajc24
ENSDARG00000023933,ENSDART00000140498,SKIL
ENSDARG00000023933,ENSDART00000141214,SKIL
ENSDARG00000023933,ENSDART00000186422,SKIL
ENSDARG00000023933,ENSDART00000056522,SKIL
ENSDARG00000023940,ENSDART00000151030,si:ch73-362m14.4
ENSDARG00000023950,ENSDART00000030125,znhit3
ENSDARG00000023952,ENSDART00000174532,fam167ab
ENSDARG00000023952,ENSDART00000183218,fam167ab
ENSDARG00000023952,ENSDART00000142196,fam167ab
ENSDARG00000023958,ENSDART00000140392,rnf181
ENSDARG00000023958,ENSDART00000134728,rnf181
ENSDARG00000023958,ENSDART00000189373,rnf181
ENSDARG00000023958,ENSDART00000029450,rnf181
ENSDARG00000023963,ENSDART00000142717,tpm4a
ENSDARG00000023963,ENSDART00000138978,tpm4a
ENSDARG00000023963,ENSDART00000036075,tpm4a
ENSDARG00000023963,ENSDART00000009054,tpm4a
ENSDARG00000023963,ENSDART00000123125,tpm4a
ENSDARG00000023967,ENSDART00000138494,atp6v1c1a
ENSDARG00000023967,ENSDART00000032275,atp6v1c1a
ENSDARG00000023967,ENSDART00000191807,atp6v1c1a
ENSDARG00000023988,ENSDART00000164692,dctn4
ENSDARG00000023988,ENSDART00000171925,dctn4
ENSDARG00000023988,ENSDART00000167713,dctn4
ENSDARG00000023988,ENSDART00000036462,dctn4
ENSDARG00000023989,ENSDART00000032341,pef1
ENSDARG00000023999,ENSDART00000032975,heatr5a
ENSDARG00000023999,ENSDART00000122260,heatr5a
ENSDARG00000023999,ENSDART00000143607,heatr5a
ENSDARG00000024006,ENSDART00000038505,rprmb
ENSDARG00000024017,ENSDART00000156218,mdga2a
ENSDARG00000024017,ENSDART00000033943,mdga2a
ENSDARG00000024017,ENSDART00000158042,mdga2a
ENSDARG00000024026,ENSDART00000034875,sdf2
ENSDARG00000024030,ENSDART00000067599,angptl2a
ENSDARG00000024032,ENSDART00000000948,coch
ENSDARG00000024032,ENSDART00000148885,coch
ENSDARG00000024047,ENSDART00000035560,tmem38a
ENSDARG00000024090,ENSDART00000131773,dnajc4
ENSDARG00000024090,ENSDART00000148210,dnajc4
ENSDARG00000024092,ENSDART00000172435,lmbr1
ENSDARG00000024101,ENSDART00000014678,adra1d
ENSDARG00000024109,ENSDART00000141814,naa40
ENSDARG00000024109,ENSDART00000144526,naa40
ENSDARG00000024109,ENSDART00000131935,naa40
ENSDARG00000024109,ENSDART00000039265,naa40
ENSDARG00000024112,ENSDART00000003543,gmppaa
ENSDARG00000024112,ENSDART00000178966,gmppaa
ENSDARG00000024116,ENSDART00000031727,vamp8
ENSDARG00000024124,ENSDART00000043774,sde2
ENSDARG00000024139,ENSDART00000029063,p2rx8
ENSDARG00000024141,ENSDART00000032527,cav3
ENSDARG00000024160,ENSDART00000151849,hao1
ENSDARG00000024167,ENSDART00000029703,kcnh1a
ENSDARG00000024184,ENSDART00000147618,narf
ENSDARG00000024184,ENSDART00000142716,narf
ENSDARG00000024184,ENSDART00000007053,narf
ENSDARG00000024189,ENSDART00000034252,pnocb
ENSDARG00000024195,ENSDART00000148066,znf395b
ENSDARG00000024195,ENSDART00000186130,znf395b
ENSDARG00000024195,ENSDART00000152845,znf395b
ENSDARG00000024204,ENSDART00000018304,mcm3
ENSDARG00000024208,ENSDART00000033404,opn7a
ENSDARG00000024209,ENSDART00000113031,wasf2
ENSDARG00000024211,ENSDART00000134720,ifng1
ENSDARG00000024219,ENSDART00000031425,cdk5rap2
ENSDARG00000024229,ENSDART00000041740,ubl7a
ENSDARG00000024276,ENSDART00000148886,pcbp4
ENSDARG00000024276,ENSDART00000148681,pcbp4
ENSDARG00000024276,ENSDART00000137945,pcbp4
ENSDARG00000024276,ENSDART00000104693,pcbp4
ENSDARG00000024277,ENSDART00000032722,pigm
ENSDARG00000024278,ENSDART00000133315,adh8b
ENSDARG00000024278,ENSDART00000139618,adh8b
ENSDARG00000024278,ENSDART00000042766,adh8b
ENSDARG00000024278,ENSDART00000176216,adh8b
ENSDARG00000024295,ENSDART00000035737,slc11a2
ENSDARG00000024299,ENSDART00000137424,c1qtnf4
ENSDARG00000024299,ENSDART00000173861,c1qtnf4
ENSDARG00000024299,ENSDART00000173678,c1qtnf4
ENSDARG00000024306,ENSDART00000131240,zbed4
ENSDARG00000024306,ENSDART00000034534,zbed4
ENSDARG00000024311,ENSDART00000039028,nsmce4a
ENSDARG00000024314,ENSDART00000151850,herpud1
ENSDARG00000024314,ENSDART00000175258,herpud1
ENSDARG00000024314,ENSDART00000151934,herpud1
ENSDARG00000024314,ENSDART00000141465,herpud1
ENSDARG00000024314,ENSDART00000129631,herpud1
ENSDARG00000024317,ENSDART00000172543,trap1
ENSDARG00000024317,ENSDART00000104875,trap1
ENSDARG00000024324,ENSDART00000190827,arhgap1
ENSDARG00000024324,ENSDART00000036461,arhgap1
ENSDARG00000024324,ENSDART00000131313,arhgap1
ENSDARG00000024325,ENSDART00000149892,cert1a
ENSDARG00000024325,ENSDART00000149500,cert1a
ENSDARG00000024325,ENSDART00000092938,cert1a
ENSDARG00000024325,ENSDART00000148501,cert1a
ENSDARG00000024325,ENSDART00000149787,cert1a
ENSDARG00000024325,ENSDART00000190837,cert1a
ENSDARG00000024325,ENSDART00000190312,cert1a
ENSDARG00000024365,ENSDART00000112243,crlf1a
ENSDARG00000024365,ENSDART00000138013,crlf1a
ENSDARG00000024381,ENSDART00000037515,msto1
ENSDARG00000024381,ENSDART00000151782,msto1
ENSDARG00000024398,ENSDART00000036989,get4
ENSDARG00000024398,ENSDART00000148850,get4
ENSDARG00000024416,ENSDART00000127578,polr1f
ENSDARG00000024431,ENSDART00000032184,ets1
ENSDARG00000024431,ENSDART00000193076,ets1
ENSDARG00000024433,ENSDART00000028219,pvalb4
ENSDARG00000024433,ENSDART00000187970,pvalb4
ENSDARG00000024443,ENSDART00000136665,gnpda2
ENSDARG00000024443,ENSDART00000038301,gnpda2
ENSDARG00000024465,ENSDART00000028941,mrps18a
ENSDARG00000024465,ENSDART00000150847,mrps18a
ENSDARG00000024471,ENSDART00000032978,nsl1
ENSDARG00000024478,ENSDART00000143089,mpc2b
ENSDARG00000024478,ENSDART00000028617,mpc2b
ENSDARG00000024479,ENSDART00000028906,pigk
ENSDARG00000024488,ENSDART00000158227,top2a
ENSDARG00000024488,ENSDART00000106152,top2a
ENSDARG00000024492,ENSDART00000140198,col9a2
ENSDARG00000024492,ENSDART00000148139,col9a2
ENSDARG00000024492,ENSDART00000035093,col9a2
ENSDARG00000024503,ENSDART00000114934,c6ast3
ENSDARG00000024503,ENSDART00000174004,c6ast3
ENSDARG00000024503,ENSDART00000182307,c6ast3
ENSDARG00000024522,ENSDART00000032407,prf1.6
ENSDARG00000024522,ENSDART00000143623,prf1.6
ENSDARG00000024537,ENSDART00000128895,emilin1a
ENSDARG00000024537,ENSDART00000035612,emilin1a
ENSDARG00000024540,ENSDART00000032498,tspan36
ENSDARG00000024546,ENSDART00000099913,pla2g4aa
ENSDARG00000024546,ENSDART00000178880,pla2g4aa
ENSDARG00000024548,ENSDART00000190006,cryba4
ENSDARG00000024548,ENSDART00000046172,cryba4
ENSDARG00000024560,ENSDART00000078497,slc4a1b
ENSDARG00000024560,ENSDART00000148689,slc4a1b
ENSDARG00000024561,ENSDART00000168465,nolc1
ENSDARG00000024561,ENSDART00000159679,nolc1
ENSDARG00000024561,ENSDART00000102651,nolc1
ENSDARG00000024561,ENSDART00000132931,nolc1
ENSDARG00000024564,ENSDART00000037065,sccpdhb
ENSDARG00000024575,ENSDART00000131919,kif26bb
ENSDARG00000024575,ENSDART00000037195,kif26bb
ENSDARG00000024575,ENSDART00000153033,kif26bb
ENSDARG00000024588,ENSDART00000139800,gpc5b
ENSDARG00000024588,ENSDART00000010846,gpc5b
ENSDARG00000024598,ENSDART00000033755,homezb
ENSDARG00000024602,ENSDART00000032827,ACBD3
ENSDARG00000024619,ENSDART00000131134,foxo6b
ENSDARG00000024631,ENSDART00000190408,nlrc5
ENSDARG00000024631,ENSDART00000189204,nlrc5
ENSDARG00000024631,ENSDART00000188894,nlrc5
ENSDARG00000024631,ENSDART00000151865,nlrc5
ENSDARG00000024631,ENSDART00000033762,nlrc5
ENSDARG00000024631,ENSDART00000193471,nlrc5
ENSDARG00000024642,ENSDART00000020859,pip5k1ab
ENSDARG00000024642,ENSDART00000192988,pip5k1ab
