ensembl_gene_id,ensembl_transcript_id,Name
ENSDARG00000058962,ENSDART00000081945,txnl4b
ENSDARG00000058962,ENSDART00000109083,txnl4b
ENSDARG00000058962,ENSDART00000132385,txnl4b
ENSDARG00000058964,ENSDART00000150069,themis2
ENSDARG00000058964,ENSDART00000081941,themis2
ENSDARG00000058964,ENSDART00000193513,themis2
ENSDARG00000058966,ENSDART00000133498,zgc:112332
ENSDARG00000058966,ENSDART00000144063,zgc:112332
ENSDARG00000058966,ENSDART00000081946,zgc:112332
ENSDARG00000058968,ENSDART00000133076,haus1
ENSDARG00000058968,ENSDART00000081954,haus1
ENSDARG00000058969,ENSDART00000155843,cntnap2a
ENSDARG00000058969,ENSDART00000154039,cntnap2a
ENSDARG00000058969,ENSDART00000185619,cntnap2a
ENSDARG00000058969,ENSDART00000178326,cntnap2a
ENSDARG00000058969,ENSDART00000186112,cntnap2a
ENSDARG00000058978,ENSDART00000081961,zgc:113423
ENSDARG00000058984,ENSDART00000081969,rad23ab
ENSDARG00000058985,ENSDART00000081978,KCNJ6
ENSDARG00000058988,ENSDART00000081982,kcnj15
ENSDARG00000058990,ENSDART00000131215,slc35a2
ENSDARG00000058992,ENSDART00000149299,cers2b
ENSDARG00000058992,ENSDART00000185089,cers2b
ENSDARG00000058993,ENSDART00000163587,rock1
ENSDARG00000058994,ENSDART00000156225,STX1A
ENSDARG00000058994,ENSDART00000182311,STX1A
ENSDARG00000058995,ENSDART00000105387,jmjd4
ENSDARG00000058996,ENSDART00000133165,jam2a
ENSDARG00000058996,ENSDART00000135944,jam2a
ENSDARG00000058996,ENSDART00000166731,jam2a
ENSDARG00000059001,ENSDART00000081985,pim2
ENSDARG00000059001,ENSDART00000142075,pim2
ENSDARG00000059003,ENSDART00000154025,strip2
ENSDARG00000059003,ENSDART00000189321,strip2
ENSDARG00000059003,ENSDART00000081990,strip2
ENSDARG00000059006,ENSDART00000144986,otud5a
ENSDARG00000059006,ENSDART00000139150,otud5a
ENSDARG00000059015,ENSDART00000082011,lim2.2
ENSDARG00000059015,ENSDART00000162690,lim2.2
ENSDARG00000059020,ENSDART00000170350,thap1
ENSDARG00000059020,ENSDART00000181692,thap1
ENSDARG00000059026,ENSDART00000106650,zgc:123217
ENSDARG00000059028,ENSDART00000132540,srrd
ENSDARG00000059028,ENSDART00000145184,srrd
ENSDARG00000059028,ENSDART00000135464,srrd
ENSDARG00000059029,ENSDART00000156883,mmp28
ENSDARG00000059029,ENSDART00000082026,mmp28
ENSDARG00000059029,ENSDART00000180230,mmp28
ENSDARG00000059035,ENSDART00000149703,porb
ENSDARG00000059035,ENSDART00000082031,porb
ENSDARG00000059039,ENSDART00000188774,
ENSDARG00000059039,ENSDART00000082034,
ENSDARG00000059043,ENSDART00000082046,ntf3
ENSDARG00000059044,ENSDART00000136436,EPM2A
ENSDARG00000059046,ENSDART00000146061,psmd5
ENSDARG00000059046,ENSDART00000143296,psmd5
ENSDARG00000059048,ENSDART00000135903,mpzl1l
ENSDARG00000059048,ENSDART00000138812,mpzl1l
ENSDARG00000059049,ENSDART00000082050,zgc:174904
ENSDARG00000059053,ENSDART00000129252,slc13a4
ENSDARG00000059053,ENSDART00000136962,slc13a4
ENSDARG00000059054,ENSDART00000147487,pdk2b
ENSDARG00000059054,ENSDART00000042189,pdk2b
ENSDARG00000059056,ENSDART00000082067,ft1
ENSDARG00000059057,ENSDART00000082066,atpv0e2
ENSDARG00000059058,ENSDART00000143759,vipr1b
ENSDARG00000059059,ENSDART00000101661,emsy
ENSDARG00000059059,ENSDART00000183273,emsy
ENSDARG00000059059,ENSDART00000157582,emsy
ENSDARG00000059060,ENSDART00000152146,lgalsla
ENSDARG00000059060,ENSDART00000077390,lgalsla
ENSDARG00000059060,ENSDART00000152654,lgalsla
ENSDARG00000059064,ENSDART00000184955,rassf3
ENSDARG00000059064,ENSDART00000153535,rassf3
ENSDARG00000059064,ENSDART00000155287,rassf3
ENSDARG00000059067,ENSDART00000148794,JUP
ENSDARG00000059067,ENSDART00000082080,JUP
ENSDARG00000059070,ENSDART00000082082,gars1
ENSDARG00000059073,ENSDART00000082085,gsc
ENSDARG00000059073,ENSDART00000138315,gsc
ENSDARG00000059075,ENSDART00000082087,nip7
ENSDARG00000059079,ENSDART00000152433,vps25
ENSDARG00000059081,ENSDART00000082097,PRSS35
ENSDARG00000059083,ENSDART00000082101,ppp2r5ca
ENSDARG00000059090,ENSDART00000082110,sstr2a
ENSDARG00000059093,ENSDART00000148449,ank1a
ENSDARG00000059093,ENSDART00000161561,ank1a
ENSDARG00000059093,ENSDART00000137443,ank1a
ENSDARG00000059097,ENSDART00000179984,nktr
ENSDARG00000059097,ENSDART00000190883,nktr
ENSDARG00000059097,ENSDART00000127923,nktr
ENSDARG00000059097,ENSDART00000193896,nktr
ENSDARG00000059097,ENSDART00000127988,nktr
ENSDARG00000059103,ENSDART00000173278,
ENSDARG00000059109,ENSDART00000145749,si:dkeyp-113d7.1
ENSDARG00000059109,ENSDART00000082133,si:dkeyp-113d7.1
ENSDARG00000059116,ENSDART00000159803,heatr5b
ENSDARG00000059116,ENSDART00000082127,heatr5b
ENSDARG00000059121,ENSDART00000082142,EFEMP1
ENSDARG00000059123,ENSDART00000112349,plcd1a
ENSDARG00000059123,ENSDART00000168751,plcd1a
ENSDARG00000059123,ENSDART00000132340,plcd1a
ENSDARG00000059123,ENSDART00000192909,plcd1a
ENSDARG00000059123,ENSDART00000139989,plcd1a
ENSDARG00000059125,ENSDART00000082143,prkacbb
ENSDARG00000059128,ENSDART00000151020,uqcrh
ENSDARG00000059128,ENSDART00000151765,uqcrh
ENSDARG00000059128,ENSDART00000082151,uqcrh
ENSDARG00000059130,ENSDART00000146555,
ENSDARG00000059130,ENSDART00000082157,
ENSDARG00000059131,ENSDART00000147871,spdya
ENSDARG00000059131,ENSDART00000135282,spdya
ENSDARG00000059131,ENSDART00000141327,spdya
ENSDARG00000059131,ENSDART00000135986,spdya
ENSDARG00000059131,ENSDART00000082251,spdya
ENSDARG00000059131,ENSDART00000130871,spdya
ENSDARG00000059139,ENSDART00000082169,
ENSDARG00000059150,ENSDART00000170410,tmem107
ENSDARG00000059163,ENSDART00000147532,rbp3
ENSDARG00000059166,ENSDART00000082201,slc22a13b
ENSDARG00000059166,ENSDART00000164243,slc22a13b
ENSDARG00000059166,ENSDART00000189448,slc22a13b
ENSDARG00000059173,ENSDART00000082220,gdf2
ENSDARG00000059175,ENSDART00000143258,cep19
ENSDARG00000059175,ENSDART00000135507,cep19
ENSDARG00000059175,ENSDART00000082222,cep19
ENSDARG00000059177,ENSDART00000082223,tax1bp3
ENSDARG00000059177,ENSDART00000131920,tax1bp3
ENSDARG00000059177,ENSDART00000166970,tax1bp3
ENSDARG00000059196,ENSDART00000146513,
ENSDARG00000059196,ENSDART00000136335,
ENSDARG00000059202,ENSDART00000192106,tspan2b
ENSDARG00000059202,ENSDART00000146776,tspan2b
ENSDARG00000059209,ENSDART00000082260,abhd13
ENSDARG00000059212,ENSDART00000082256,ciao1
ENSDARG00000059226,ENSDART00000123147,zbtb8a
ENSDARG00000059227,ENSDART00000149528,fabp1b.1
ENSDARG00000059231,ENSDART00000156428,hephl1a
ENSDARG00000059231,ENSDART00000154059,hephl1a
ENSDARG00000059231,ENSDART00000082294,hephl1a
ENSDARG00000059231,ENSDART00000193772,hephl1a
ENSDARG00000059233,ENSDART00000048978,runx2b
ENSDARG00000059233,ENSDART00000082283,runx2b
ENSDARG00000059233,ENSDART00000082265,runx2b
ENSDARG00000059233,ENSDART00000125898,runx2b
ENSDARG00000059233,ENSDART00000082276,runx2b
ENSDARG00000059234,ENSDART00000092773,mrps27
ENSDARG00000059235,ENSDART00000162434,zgc:113274
ENSDARG00000059235,ENSDART00000082295,zgc:113274
ENSDARG00000059235,ENSDART00000132627,zgc:113274
ENSDARG00000059236,ENSDART00000082296,ptger4a
ENSDARG00000059244,ENSDART00000133867,arfip2a
ENSDARG00000059244,ENSDART00000152513,arfip2a
ENSDARG00000059244,ENSDART00000082315,arfip2a
ENSDARG00000059244,ENSDART00000152300,arfip2a
ENSDARG00000059244,ENSDART00000152545,arfip2a
ENSDARG00000059244,ENSDART00000152139,arfip2a
ENSDARG00000059246,ENSDART00000101414,hnrnpd
ENSDARG00000059246,ENSDART00000138843,hnrnpd
ENSDARG00000059246,ENSDART00000191857,hnrnpd
ENSDARG00000059247,ENSDART00000157309,tmem54a
ENSDARG00000059247,ENSDART00000157006,tmem54a
ENSDARG00000059247,ENSDART00000155722,tmem54a
ENSDARG00000059247,ENSDART00000082319,tmem54a
ENSDARG00000059252,ENSDART00000155422,zpcx
ENSDARG00000059252,ENSDART00000082324,zpcx
ENSDARG00000059252,ENSDART00000154048,zpcx
ENSDARG00000059254,ENSDART00000105165,illr1
ENSDARG00000059255,ENSDART00000082329,evx2
ENSDARG00000059256,ENSDART00000082332,hoxd13a
ENSDARG00000059259,ENSDART00000168822,pabpc4
ENSDARG00000059259,ENSDART00000082327,pabpc4
ENSDARG00000059263,ENSDART00000082339,hoxd12a
ENSDARG00000059263,ENSDART00000142842,hoxd12a
ENSDARG00000059267,ENSDART00000082344,hoxd11a
ENSDARG00000059274,ENSDART00000082354,hoxd9a
ENSDARG00000059276,ENSDART00000082355,hoxd4a
ENSDARG00000059279,ENSDART00000082351,tfap2a
ENSDARG00000059279,ENSDART00000186660,tfap2a
ENSDARG00000059279,ENSDART00000183624,tfap2a
ENSDARG00000059279,ENSDART00000082349,tfap2a
ENSDARG00000059279,ENSDART00000082346,tfap2a
ENSDARG00000059279,ENSDART00000187228,tfap2a
ENSDARG00000059280,ENSDART00000146131,hoxd3a
ENSDARG00000059280,ENSDART00000138730,hoxd3a
ENSDARG00000059280,ENSDART00000082359,hoxd3a
ENSDARG00000059280,ENSDART00000190712,hoxd3a
ENSDARG00000059287,ENSDART00000082362,mak
ENSDARG00000059287,ENSDART00000177400,mak
ENSDARG00000059294,ENSDART00000174793,marco
ENSDARG00000059294,ENSDART00000082368,marco
ENSDARG00000059298,ENSDART00000082379,spcs1
ENSDARG00000059303,ENSDART00000158612,hnrnpl2
ENSDARG00000059303,ENSDART00000171528,hnrnpl2
ENSDARG00000059303,ENSDART00000142334,hnrnpl2
ENSDARG00000059303,ENSDART00000135442,hnrnpl2
ENSDARG00000059303,ENSDART00000146815,hnrnpl2
ENSDARG00000059304,ENSDART00000163555,chchd2
ENSDARG00000059304,ENSDART00000082388,chchd2
ENSDARG00000059305,ENSDART00000082390,tmem37
ENSDARG00000059308,ENSDART00000082385,golt1bb
ENSDARG00000059311,ENSDART00000134323,dpysl5b
ENSDARG00000059311,ENSDART00000067455,dpysl5b
ENSDARG00000059315,ENSDART00000082406,ora3.1
ENSDARG00000059322,ENSDART00000140200,topbp1
ENSDARG00000059322,ENSDART00000082411,topbp1
ENSDARG00000059322,ENSDART00000187411,topbp1
ENSDARG00000059323,ENSDART00000134858,rpn1
ENSDARG00000059323,ENSDART00000082409,rpn1
ENSDARG00000059327,ENSDART00000082425,gata2a
ENSDARG00000059327,ENSDART00000082420,gata2a
ENSDARG00000059327,ENSDART00000161426,gata2a
ENSDARG00000059333,ENSDART00000132724,
ENSDARG00000059333,ENSDART00000132688,
ENSDARG00000059333,ENSDART00000082422,
ENSDARG00000059333,ENSDART00000191127,
ENSDARG00000059333,ENSDART00000180510,
ENSDARG00000059337,ENSDART00000082434,tgif1
ENSDARG00000059337,ENSDART00000152378,tgif1
ENSDARG00000059337,ENSDART00000149875,tgif1
ENSDARG00000059340,ENSDART00000082438,DLGAP2
ENSDARG00000059340,ENSDART00000171442,DLGAP2
ENSDARG00000059342,ENSDART00000168562,avil
ENSDARG00000059347,ENSDART00000082447,CALML4
ENSDARG00000059347,ENSDART00000156062,CALML4
ENSDARG00000059347,ENSDART00000157163,CALML4
ENSDARG00000059347,ENSDART00000189175,CALML4
ENSDARG00000059347,ENSDART00000156532,CALML4
ENSDARG00000059348,ENSDART00000155229,rxfp3.3b
ENSDARG00000059349,ENSDART00000082450,homer2
ENSDARG00000059351,ENSDART00000144822,hnrnpa3
ENSDARG00000059351,ENSDART00000135273,hnrnpa3
ENSDARG00000059351,ENSDART00000137210,hnrnpa3
ENSDARG00000059351,ENSDART00000102934,hnrnpa3
ENSDARG00000059354,ENSDART00000082454,glmp
ENSDARG00000059354,ENSDART00000140119,glmp
ENSDARG00000059357,ENSDART00000082458,sarnp
ENSDARG00000059360,ENSDART00000134828,srsf3b
ENSDARG00000059360,ENSDART00000192778,srsf3b
ENSDARG00000059360,ENSDART00000144309,srsf3b
ENSDARG00000059360,ENSDART00000137264,srsf3b
ENSDARG00000059360,ENSDART00000145685,srsf3b
ENSDARG00000059360,ENSDART00000144737,srsf3b
ENSDARG00000059360,ENSDART00000106636,srsf3b
ENSDARG00000059360,ENSDART00000135829,srsf3b
ENSDARG00000059361,ENSDART00000082465,slc39a4
ENSDARG00000059362,ENSDART00000082467,cavin1b
ENSDARG00000059362,ENSDART00000187464,cavin1b
ENSDARG00000059362,ENSDART00000124409,cavin1b
ENSDARG00000059363,ENSDART00000082466,TGFBR2
ENSDARG00000059365,ENSDART00000139320,nipal4
ENSDARG00000059367,ENSDART00000082471,
ENSDARG00000059368,ENSDART00000139525,gria4b
ENSDARG00000059368,ENSDART00000016916,gria4b
ENSDARG00000059369,ENSDART00000136668,
ENSDARG00000059370,ENSDART00000185541,nr1d4b
ENSDARG00000059370,ENSDART00000082475,nr1d4b
ENSDARG00000059370,ENSDART00000155844,nr1d4b
ENSDARG00000059373,ENSDART00000165587,dnajc8
ENSDARG00000059373,ENSDART00000165725,dnajc8
ENSDARG00000059387,ENSDART00000139752,fgf7
ENSDARG00000059388,ENSDART00000147468,bdh1
ENSDARG00000059391,ENSDART00000106527,gyg1b
ENSDARG00000059397,ENSDART00000082509,tas1r2.2
ENSDARG00000059398,ENSDART00000082504,myef2
ENSDARG00000059398,ENSDART00000129299,myef2
ENSDARG00000059398,ENSDART00000143751,myef2
ENSDARG00000059398,ENSDART00000097960,myef2
ENSDARG00000059398,ENSDART00000142036,myef2
ENSDARG00000059398,ENSDART00000082506,myef2
ENSDARG00000059399,ENSDART00000082511,si:ch211-160o17.6
ENSDARG00000059400,ENSDART00000082512,tmem167b
ENSDARG00000059404,ENSDART00000082517,rab43
ENSDARG00000059406,ENSDART00000082519,raf1b
ENSDARG00000059406,ENSDART00000172832,raf1b
ENSDARG00000059409,ENSDART00000082522,abcd2
ENSDARG00000059410,ENSDART00000151992,
ENSDARG00000059411,ENSDART00000082523,impa2
ENSDARG00000059412,ENSDART00000082526,zgc:111976
ENSDARG00000059412,ENSDART00000143838,zgc:111976
ENSDARG00000059423,ENSDART00000145791,prune2
ENSDARG00000059423,ENSDART00000147298,prune2
ENSDARG00000059423,ENSDART00000082577,prune2
ENSDARG00000059424,ENSDART00000144898,
ENSDARG00000059424,ENSDART00000082583,
ENSDARG00000059432,ENSDART00000143482,FSD1L
ENSDARG00000059437,ENSDART00000187389,fktn
ENSDARG00000059437,ENSDART00000128069,fktn
ENSDARG00000059437,ENSDART00000082603,fktn
ENSDARG00000059438,ENSDART00000082604,galnt18b
ENSDARG00000059438,ENSDART00000170701,galnt18b
ENSDARG00000059442,ENSDART00000144570,
ENSDARG00000059442,ENSDART00000157238,
ENSDARG00000059442,ENSDART00000182335,
ENSDARG00000059442,ENSDART00000082614,
ENSDARG00000059442,ENSDART00000183098,
ENSDARG00000059455,ENSDART00000082651,DQX1
ENSDARG00000059459,ENSDART00000136605,C5H2orf68
ENSDARG00000059460,ENSDART00000082664,sbf2
ENSDARG00000059460,ENSDART00000187499,sbf2
ENSDARG00000059461,ENSDART00000192636,mepcea
ENSDARG00000059461,ENSDART00000141699,mepcea
ENSDARG00000059461,ENSDART00000188039,mepcea
ENSDARG00000059466,ENSDART00000143199,
ENSDARG00000059472,ENSDART00000134386,arhgap31
ENSDARG00000059473,ENSDART00000172054,kank4
ENSDARG00000059473,ENSDART00000155790,kank4
ENSDARG00000059473,ENSDART00000184819,kank4
ENSDARG00000059474,ENSDART00000144092,mlxip
ENSDARG00000059475,ENSDART00000082715,camsap3
ENSDARG00000059483,ENSDART00000187449,TEAD1
ENSDARG00000059483,ENSDART00000179834,TEAD1
ENSDARG00000059483,ENSDART00000082740,TEAD1
ENSDARG00000059483,ENSDART00000178627,TEAD1
ENSDARG00000059483,ENSDART00000150143,TEAD1
ENSDARG00000059485,ENSDART00000082745,emb
ENSDARG00000059485,ENSDART00000138246,emb
ENSDARG00000059485,ENSDART00000143410,emb
ENSDARG00000059486,ENSDART00000134186,cplx4b
ENSDARG00000059498,ENSDART00000139524,arl16
ENSDARG00000059498,ENSDART00000142200,arl16
ENSDARG00000059498,ENSDART00000082773,arl16
ENSDARG00000059503,ENSDART00000082780,acsf3
ENSDARG00000059507,ENSDART00000082790,F2R
ENSDARG00000059510,ENSDART00000082797,coq2
ENSDARG00000059523,ENSDART00000082821,rims4
ENSDARG00000059529,ENSDART00000082830,kiaa0895l
ENSDARG00000059534,ENSDART00000082842,jph3a
ENSDARG00000059549,ENSDART00000134335,akap10
ENSDARG00000059549,ENSDART00000082872,akap10
ENSDARG00000059553,ENSDART00000132452,sympk
ENSDARG00000059553,ENSDART00000082879,sympk
ENSDARG00000059556,ENSDART00000154684,recql5
ENSDARG00000059556,ENSDART00000189252,recql5
ENSDARG00000059557,ENSDART00000082902,xylt2
ENSDARG00000059558,ENSDART00000149979,tecta
ENSDARG00000059558,ENSDART00000082896,tecta
ENSDARG00000059567,ENSDART00000154603,radil2a
ENSDARG00000059567,ENSDART00000082920,radil2a
ENSDARG00000059567,ENSDART00000161248,radil2a
ENSDARG00000059574,ENSDART00000082937,fscn2a
ENSDARG00000059575,ENSDART00000082940,uhmk1
ENSDARG00000059575,ENSDART00000191090,uhmk1
ENSDARG00000059581,ENSDART00000082954,MBD5
ENSDARG00000059582,ENSDART00000082955,sowahcb
ENSDARG00000059583,ENSDART00000082952,rcc1l
ENSDARG00000059587,ENSDART00000082965,ABR
ENSDARG00000059596,ENSDART00000150230,clip2
ENSDARG00000059596,ENSDART00000148659,clip2
ENSDARG00000059596,ENSDART00000149447,clip2
ENSDARG00000059596,ENSDART00000175642,clip2
ENSDARG00000059596,ENSDART00000180882,clip2
ENSDARG00000059596,ENSDART00000082983,clip2
ENSDARG00000059600,ENSDART00000110182,rabep1
ENSDARG00000059600,ENSDART00000179814,rabep1
ENSDARG00000059601,ENSDART00000172910,map1aa
ENSDARG00000059601,ENSDART00000174133,map1aa
ENSDARG00000059601,ENSDART00000172951,map1aa
ENSDARG00000059601,ENSDART00000182710,map1aa
ENSDARG00000059601,ENSDART00000083002,map1aa
ENSDARG00000059604,ENSDART00000151500,mtss1
ENSDARG00000059604,ENSDART00000134146,mtss1
ENSDARG00000059606,ENSDART00000083015,cenatac
ENSDARG00000059606,ENSDART00000181902,cenatac
ENSDARG00000059610,ENSDART00000131652,gpr146
ENSDARG00000059613,ENSDART00000083038,nprl2
ENSDARG00000059616,ENSDART00000083040,hs3st2
ENSDARG00000059629,ENSDART00000141707,asphd2
ENSDARG00000059629,ENSDART00000083066,asphd2
ENSDARG00000059629,ENSDART00000140127,asphd2
ENSDARG00000059630,ENSDART00000131372,mlec
ENSDARG00000059634,ENSDART00000147507,thumpd3
ENSDARG00000059634,ENSDART00000160750,thumpd3
ENSDARG00000059634,ENSDART00000083070,thumpd3
ENSDARG00000059636,ENSDART00000146991,C5H2orf42
ENSDARG00000059636,ENSDART00000083074,C5H2orf42
ENSDARG00000059636,ENSDART00000191028,C5H2orf42
ENSDARG00000059642,ENSDART00000083085,mtmr14
ENSDARG00000059646,ENSDART00000146678,nt5dc2
ENSDARG00000059646,ENSDART00000083108,nt5dc2
ENSDARG00000059651,ENSDART00000083126,cidec
ENSDARG00000059653,ENSDART00000135067,kdm2aa
ENSDARG00000059653,ENSDART00000147357,kdm2aa
ENSDARG00000059653,ENSDART00000162779,kdm2aa
ENSDARG00000059654,ENSDART00000155440,eif3ba
ENSDARG00000059657,ENSDART00000083134,mks1
ENSDARG00000059658,ENSDART00000083137,mrm1
ENSDARG00000059672,ENSDART00000083189,arhgap36
ENSDARG00000059672,ENSDART00000146385,arhgap36
ENSDARG00000059672,ENSDART00000174328,arhgap36
ENSDARG00000059672,ENSDART00000193947,arhgap36
ENSDARG00000059680,ENSDART00000083212,fscn1a
ENSDARG00000059682,ENSDART00000166618,slc43a3a
ENSDARG00000059682,ENSDART00000083213,slc43a3a
ENSDARG00000059689,ENSDART00000083229,mblac2
ENSDARG00000059690,ENSDART00000132827,slc29a4a
ENSDARG00000059690,ENSDART00000083241,slc29a4a
ENSDARG00000059693,ENSDART00000083255,
ENSDARG00000059695,ENSDART00000155165,dusp28
ENSDARG00000059695,ENSDART00000083260,dusp28
ENSDARG00000059699,ENSDART00000083267,DNAJC16
ENSDARG00000059700,ENSDART00000162737,agmat
ENSDARG00000059701,ENSDART00000155969,flii
ENSDARG00000059705,ENSDART00000146269,
ENSDARG00000059707,ENSDART00000146133,znf423
ENSDARG00000059707,ENSDART00000190237,znf423
ENSDARG00000059707,ENSDART00000187095,znf423
ENSDARG00000059707,ENSDART00000189493,znf423
ENSDARG00000059707,ENSDART00000189345,znf423
ENSDARG00000059707,ENSDART00000083296,znf423
ENSDARG00000059707,ENSDART00000190203,znf423
ENSDARG00000059711,ENSDART00000083294,nol6
ENSDARG00000059711,ENSDART00000128402,nol6
ENSDARG00000059712,ENSDART00000083305,slc19a2
ENSDARG00000059712,ENSDART00000181640,slc19a2
ENSDARG00000059714,ENSDART00000083317,arsk
ENSDARG00000059719,ENSDART00000097466,fam169aa
ENSDARG00000059722,ENSDART00000138210,ubac1
ENSDARG00000059722,ENSDART00000083340,ubac1
ENSDARG00000059725,ENSDART00000083346,hypk
ENSDARG00000059729,ENSDART00000083359,sec14l8
ENSDARG00000059729,ENSDART00000144810,sec14l8
ENSDARG00000059738,ENSDART00000136798,PTPRS
ENSDARG00000059738,ENSDART00000145114,PTPRS
ENSDARG00000059738,ENSDART00000083308,PTPRS
ENSDARG00000059743,ENSDART00000083388,tmem98
ENSDARG00000059746,ENSDART00000147159,plod1a
ENSDARG00000059746,ENSDART00000144254,plod1a
ENSDARG00000059746,ENSDART00000083395,plod1a
ENSDARG00000059747,ENSDART00000083394,kcnj19a
ENSDARG00000059751,ENSDART00000083389,abtb2a
ENSDARG00000059760,ENSDART00000154023,wdtc1
ENSDARG00000059760,ENSDART00000113358,wdtc1
ENSDARG00000059763,ENSDART00000083416,GABRD
ENSDARG00000059763,ENSDART00000132000,GABRD
ENSDARG00000059763,ENSDART00000145155,GABRD
ENSDARG00000059768,ENSDART00000151369,gpatch8
ENSDARG00000059768,ENSDART00000151193,gpatch8
ENSDARG00000059768,ENSDART00000151810,gpatch8
ENSDARG00000059768,ENSDART00000185858,gpatch8
ENSDARG00000059768,ENSDART00000151745,gpatch8
ENSDARG00000059770,ENSDART00000083431,cpt1aa
ENSDARG00000059770,ENSDART00000145375,cpt1aa
ENSDARG00000059770,ENSDART00000148744,cpt1aa
ENSDARG00000059770,ENSDART00000166543,cpt1aa
ENSDARG00000059773,ENSDART00000083442,SRCIN1
ENSDARG00000059773,ENSDART00000148107,SRCIN1
ENSDARG00000059773,ENSDART00000174685,SRCIN1
ENSDARG00000059774,ENSDART00000180129,dub
ENSDARG00000059774,ENSDART00000182760,dub
ENSDARG00000059774,ENSDART00000083449,dub
ENSDARG00000059775,ENSDART00000083453,slc32a1
ENSDARG00000059781,ENSDART00000189483,atcayb
ENSDARG00000059781,ENSDART00000183647,atcayb
ENSDARG00000059781,ENSDART00000083470,atcayb
ENSDARG00000059781,ENSDART00000157905,atcayb
ENSDARG00000059789,ENSDART00000083467,parp8
ENSDARG00000059789,ENSDART00000133183,parp8
ENSDARG00000059792,ENSDART00000174084,trpm5
ENSDARG00000059792,ENSDART00000083473,trpm5
ENSDARG00000059792,ENSDART00000157917,trpm5
ENSDARG00000059792,ENSDART00000185580,trpm5
ENSDARG00000059794,ENSDART00000157266,kdm6al
ENSDARG00000059794,ENSDART00000083499,kdm6al
ENSDARG00000059794,ENSDART00000154398,kdm6al
ENSDARG00000059798,ENSDART00000083514,kcnq1.1
ENSDARG00000059798,ENSDART00000125483,kcnq1.1
ENSDARG00000059798,ENSDART00000174474,kcnq1.1
ENSDARG00000059801,ENSDART00000135030,
ENSDARG00000059801,ENSDART00000174936,
ENSDARG00000059804,ENSDART00000125611,retreg3
ENSDARG00000059805,ENSDART00000083532,slc25a38a
ENSDARG00000059806,ENSDART00000083513,sacm1lb
ENSDARG00000059809,ENSDART00000144150,caska
ENSDARG00000059809,ENSDART00000138844,caska
ENSDARG00000059809,ENSDART00000135366,caska
ENSDARG00000059809,ENSDART00000146656,caska
ENSDARG00000059809,ENSDART00000100849,caska
ENSDARG00000059811,ENSDART00000083558,smpd5
ENSDARG00000059811,ENSDART00000124691,smpd5
ENSDARG00000059812,ENSDART00000174221,sin3ab
ENSDARG00000059812,ENSDART00000174381,sin3ab
ENSDARG00000059812,ENSDART00000083555,sin3ab
ENSDARG00000059812,ENSDART00000180034,sin3ab
ENSDARG00000059815,ENSDART00000144101,oaz2b
ENSDARG00000059815,ENSDART00000083569,oaz2b
ENSDARG00000059816,ENSDART00000083572,zgc:136864
ENSDARG00000059816,ENSDART00000145270,zgc:136864
ENSDARG00000059817,ENSDART00000083561,mtmr12
ENSDARG00000059818,ENSDART00000090634,
ENSDARG00000059818,ENSDART00000180934,
ENSDARG00000059824,ENSDART00000154322,soat2
ENSDARG00000059824,ENSDART00000155397,soat2
ENSDARG00000059824,ENSDART00000083582,soat2
ENSDARG00000059826,ENSDART00000129710,crtac1a
ENSDARG00000059826,ENSDART00000147212,crtac1a
ENSDARG00000059826,ENSDART00000133140,crtac1a
ENSDARG00000059832,ENSDART00000132691,ADGRB3
ENSDARG00000059832,ENSDART00000137299,ADGRB3
ENSDARG00000059832,ENSDART00000145292,ADGRB3
ENSDARG00000059832,ENSDART00000145777,ADGRB3
ENSDARG00000059832,ENSDART00000111080,ADGRB3
ENSDARG00000059835,ENSDART00000140375,zfyve27
ENSDARG00000059835,ENSDART00000137352,zfyve27
ENSDARG00000059835,ENSDART00000141541,zfyve27
ENSDARG00000059836,ENSDART00000083628,ddit3
ENSDARG00000059841,ENSDART00000083633,exosc1
ENSDARG00000059843,ENSDART00000131434,fam135a
ENSDARG00000059843,ENSDART00000147971,fam135a
ENSDARG00000059843,ENSDART00000083641,fam135a
ENSDARG00000059846,ENSDART00000144525,epg5
ENSDARG00000059850,ENSDART00000136267,SLC35F3
ENSDARG00000059850,ENSDART00000190791,SLC35F3
ENSDARG00000059853,ENSDART00000083668,manbal
ENSDARG00000059854,ENSDART00000083670,
ENSDARG00000059855,ENSDART00000147299,cfap251
ENSDARG00000059855,ENSDART00000083665,cfap251
ENSDARG00000059855,ENSDART00000138393,cfap251
ENSDARG00000059856,ENSDART00000134492,alkbh2
ENSDARG00000059857,ENSDART00000180731,blvra
ENSDARG00000059857,ENSDART00000083690,blvra
ENSDARG00000059857,ENSDART00000135876,blvra
ENSDARG00000059858,ENSDART00000133766,pappab
ENSDARG00000059858,ENSDART00000083684,pappab
ENSDARG00000059858,ENSDART00000135014,pappab
ENSDARG00000059866,ENSDART00000083710,cactin
ENSDARG00000059866,ENSDART00000147421,cactin
ENSDARG00000059870,ENSDART00000083713,clk2b
ENSDARG00000059871,ENSDART00000173687,shrprbck1r
ENSDARG00000059871,ENSDART00000083719,shrprbck1r
ENSDARG00000059883,ENSDART00000140743,trpv1
ENSDARG00000059883,ENSDART00000083731,trpv1
ENSDARG00000059883,ENSDART00000172201,trpv1
